<<<2017-11-23 16:49:47,646| DEBUG | 2017-11-23 16:49:47.645 | DEBUG | SERVER |  | Find ctu.properties failure. | com.migu.reading.utils.PropertyUtil.loadConfig(PropertyUtil.java:114) | DEBUG@com.migu.reading.utils.PropertyUtilcom.migu.reading.logger.impl.DebugLog.doLog(DebugLog.java:463)>>>
<<<2017-11-23 16:49:47,647| DEBUG | 2017-11-23 16:49:47.647 | DEBUG | SERVER |  | Find dsf.properties failure. | com.migu.reading.utils.PropertyUtil.loadDsfConfig(PropertyUtil.java:159) | DEBUG@com.migu.reading.utils.PropertyUtilcom.migu.reading.logger.impl.DebugLog.doLog(DebugLog.java:463)>>>
<<<2017-11-23 16:49:47,647| DEBUG | 2017-11-23 16:49:47.647 | DEBUG | SERVER |  | Find singlenode.properties failure. | com.migu.reading.utils.PropertyUtil.loadSingleConfig(PropertyUtil.java:205) | DEBUG@com.migu.reading.utils.PropertyUtilcom.migu.reading.logger.impl.DebugLog.doLog(DebugLog.java:463)>>>
<<<2017-11-23 16:50:13,254| DEBUG | 2017-11-23 16:50:13.253 | DEBUG | SERVER |  | Find ctu.properties failure. | com.migu.reading.utils.PropertyUtil.loadConfig(PropertyUtil.java:114) | DEBUG@com.migu.reading.utils.PropertyUtilcom.migu.reading.logger.impl.DebugLog.doLog(DebugLog.java:463)>>>
<<<2017-11-23 16:50:13,254| DEBUG | 2017-11-23 16:50:13.254 | DEBUG | SERVER |  | Find dsf.properties failure. | com.migu.reading.utils.PropertyUtil.loadDsfConfig(PropertyUtil.java:159) | DEBUG@com.migu.reading.utils.PropertyUtilcom.migu.reading.logger.impl.DebugLog.doLog(DebugLog.java:463)>>>
<<<2017-11-23 16:50:13,255| DEBUG | 2017-11-23 16:50:13.255 | DEBUG | SERVER |  | Find singlenode.properties failure. | com.migu.reading.utils.PropertyUtil.loadSingleConfig(PropertyUtil.java:205) | DEBUG@com.migu.reading.utils.PropertyUtilcom.migu.reading.logger.impl.DebugLog.doLog(DebugLog.java:463)>>>
<<<2017-11-23 17:04:44,188| DEBUG | 2017-11-23 17:04:44.188 | DEBUG | SERVER |  | Find ctu.properties failure. | com.migu.reading.utils.PropertyUtil.loadConfig(PropertyUtil.java:114) | DEBUG@com.migu.reading.utils.PropertyUtilcom.migu.reading.logger.impl.DebugLog.doLog(DebugLog.java:463)>>>
<<<2017-11-23 17:04:44,189| DEBUG | 2017-11-23 17:04:44.189 | DEBUG | SERVER |  | Find dsf.properties failure. | com.migu.reading.utils.PropertyUtil.loadDsfConfig(PropertyUtil.java:159) | DEBUG@com.migu.reading.utils.PropertyUtilcom.migu.reading.logger.impl.DebugLog.doLog(DebugLog.java:463)>>>
<<<2017-11-23 17:04:44,189| DEBUG | 2017-11-23 17:04:44.189 | DEBUG | SERVER |  | Find singlenode.properties failure. | com.migu.reading.utils.PropertyUtil.loadSingleConfig(PropertyUtil.java:205) | DEBUG@com.migu.reading.utils.PropertyUtilcom.migu.reading.logger.impl.DebugLog.doLog(DebugLog.java:463)>>>
<<<2017-11-23 17:05:05,005| DEBUG | 2017-11-23 17:05:05.004 | DEBUG | SERVER |  | Find ctu.properties failure. | com.migu.reading.utils.PropertyUtil.loadConfig(PropertyUtil.java:114) | DEBUG@com.migu.reading.utils.PropertyUtilcom.migu.reading.logger.impl.DebugLog.doLog(DebugLog.java:463)>>>
<<<2017-11-23 17:05:05,006| DEBUG | 2017-11-23 17:05:05.006 | DEBUG | SERVER |  | Find dsf.properties failure. | com.migu.reading.utils.PropertyUtil.loadDsfConfig(PropertyUtil.java:159) | DEBUG@com.migu.reading.utils.PropertyUtilcom.migu.reading.logger.impl.DebugLog.doLog(DebugLog.java:463)>>>
<<<2017-11-23 17:05:05,006| DEBUG | 2017-11-23 17:05:05.006 | DEBUG | SERVER |  | Find singlenode.properties failure. | com.migu.reading.utils.PropertyUtil.loadSingleConfig(PropertyUtil.java:205) | DEBUG@com.migu.reading.utils.PropertyUtilcom.migu.reading.logger.impl.DebugLog.doLog(DebugLog.java:463)>>>
<<<2017-11-23 17:05:25,441| DEBUG | 2017-11-23 17:05:25.440 | DEBUG | SERVER |  | Find ctu.properties failure. | com.migu.reading.utils.PropertyUtil.loadConfig(PropertyUtil.java:114) | DEBUG@com.migu.reading.utils.PropertyUtilcom.migu.reading.logger.impl.DebugLog.doLog(DebugLog.java:463)>>>
<<<2017-11-23 17:05:25,441| DEBUG | 2017-11-23 17:05:25.441 | DEBUG | SERVER |  | Find dsf.properties failure. | com.migu.reading.utils.PropertyUtil.loadDsfConfig(PropertyUtil.java:159) | DEBUG@com.migu.reading.utils.PropertyUtilcom.migu.reading.logger.impl.DebugLog.doLog(DebugLog.java:463)>>>
<<<2017-11-23 17:05:25,442| DEBUG | 2017-11-23 17:05:25.442 | DEBUG | SERVER |  | Find singlenode.properties failure. | com.migu.reading.utils.PropertyUtil.loadSingleConfig(PropertyUtil.java:205) | DEBUG@com.migu.reading.utils.PropertyUtilcom.migu.reading.logger.impl.DebugLog.doLog(DebugLog.java:463)>>>
<<<2017-11-23 17:07:57,235| DEBUG | 2017-11-23 17:07:57.234 | DEBUG | SERVER |  | Find ctu.properties failure. | com.migu.reading.utils.PropertyUtil.loadConfig(PropertyUtil.java:114) | DEBUG@com.migu.reading.utils.PropertyUtilcom.migu.reading.logger.impl.DebugLog.doLog(DebugLog.java:463)>>>
<<<2017-11-23 17:07:57,235| DEBUG | 2017-11-23 17:07:57.235 | DEBUG | SERVER |  | Find dsf.properties failure. | com.migu.reading.utils.PropertyUtil.loadDsfConfig(PropertyUtil.java:159) | DEBUG@com.migu.reading.utils.PropertyUtilcom.migu.reading.logger.impl.DebugLog.doLog(DebugLog.java:463)>>>
<<<2017-11-23 17:07:57,235| DEBUG | 2017-11-23 17:07:57.235 | DEBUG | SERVER |  | Find singlenode.properties failure. | com.migu.reading.utils.PropertyUtil.loadSingleConfig(PropertyUtil.java:205) | DEBUG@com.migu.reading.utils.PropertyUtilcom.migu.reading.logger.impl.DebugLog.doLog(DebugLog.java:463)>>>
<<<2017-11-23 17:10:50,101| DEBUG | 2017-11-23 17:10:50.100 | DEBUG | SERVER |  | Find ctu.properties failure. | com.migu.reading.utils.PropertyUtil.loadConfig(PropertyUtil.java:114) | DEBUG@com.migu.reading.utils.PropertyUtilcom.migu.reading.logger.impl.DebugLog.doLog(DebugLog.java:463)>>>
<<<2017-11-23 17:10:50,101| DEBUG | 2017-11-23 17:10:50.101 | DEBUG | SERVER |  | Find dsf.properties failure. | com.migu.reading.utils.PropertyUtil.loadDsfConfig(PropertyUtil.java:159) | DEBUG@com.migu.reading.utils.PropertyUtilcom.migu.reading.logger.impl.DebugLog.doLog(DebugLog.java:463)>>>
<<<2017-11-23 17:10:50,102| DEBUG | 2017-11-23 17:10:50.102 | DEBUG | SERVER |  | Find singlenode.properties failure. | com.migu.reading.utils.PropertyUtil.loadSingleConfig(PropertyUtil.java:205) | DEBUG@com.migu.reading.utils.PropertyUtilcom.migu.reading.logger.impl.DebugLog.doLog(DebugLog.java:463)>>>
<<<2017-11-23 17:11:19,954| DEBUG | 2017-11-23 17:11:19.953 | DEBUG | SERVER |  | Find ctu.properties failure. | com.migu.reading.utils.PropertyUtil.loadConfig(PropertyUtil.java:114) | DEBUG@com.migu.reading.utils.PropertyUtilcom.migu.reading.logger.impl.DebugLog.doLog(DebugLog.java:463)>>>
<<<2017-11-23 17:11:19,954| DEBUG | 2017-11-23 17:11:19.954 | DEBUG | SERVER |  | Find dsf.properties failure. | com.migu.reading.utils.PropertyUtil.loadDsfConfig(PropertyUtil.java:159) | DEBUG@com.migu.reading.utils.PropertyUtilcom.migu.reading.logger.impl.DebugLog.doLog(DebugLog.java:463)>>>
<<<2017-11-23 17:11:19,954| DEBUG | 2017-11-23 17:11:19.954 | DEBUG | SERVER |  | Find singlenode.properties failure. | com.migu.reading.utils.PropertyUtil.loadSingleConfig(PropertyUtil.java:205) | DEBUG@com.migu.reading.utils.PropertyUtilcom.migu.reading.logger.impl.DebugLog.doLog(DebugLog.java:463)>>>
<<<2017-11-23 17:11:30,210| DEBUG | 2017-11-23 17:11:30.209 | DEBUG | SERVER |  | Find ctu.properties failure. | com.migu.reading.utils.PropertyUtil.loadConfig(PropertyUtil.java:114) | DEBUG@com.migu.reading.utils.PropertyUtilcom.migu.reading.logger.impl.DebugLog.doLog(DebugLog.java:463)>>>
<<<2017-11-23 17:11:30,210| DEBUG | 2017-11-23 17:11:30.210 | DEBUG | SERVER |  | Find dsf.properties failure. | com.migu.reading.utils.PropertyUtil.loadDsfConfig(PropertyUtil.java:159) | DEBUG@com.migu.reading.utils.PropertyUtilcom.migu.reading.logger.impl.DebugLog.doLog(DebugLog.java:463)>>>
<<<2017-11-23 17:11:30,210| DEBUG | 2017-11-23 17:11:30.210 | DEBUG | SERVER |  | Find singlenode.properties failure. | com.migu.reading.utils.PropertyUtil.loadSingleConfig(PropertyUtil.java:205) | DEBUG@com.migu.reading.utils.PropertyUtilcom.migu.reading.logger.impl.DebugLog.doLog(DebugLog.java:463)>>>
<<<2017-11-23 17:12:06,280| DEBUG | 2017-11-23 17:12:06.279 | DEBUG | SERVER |  | Find ctu.properties failure. | com.migu.reading.utils.PropertyUtil.loadConfig(PropertyUtil.java:114) | DEBUG@com.migu.reading.utils.PropertyUtilcom.migu.reading.logger.impl.DebugLog.doLog(DebugLog.java:463)>>>
<<<2017-11-23 17:12:06,280| DEBUG | 2017-11-23 17:12:06.280 | DEBUG | SERVER |  | Find dsf.properties failure. | com.migu.reading.utils.PropertyUtil.loadDsfConfig(PropertyUtil.java:159) | DEBUG@com.migu.reading.utils.PropertyUtilcom.migu.reading.logger.impl.DebugLog.doLog(DebugLog.java:463)>>>
